region_id,region_name,year,population,birth_rate,death_rate,natural_increase_rate,migration_balance,gdp_per_capita,unemployment_rate,average_wage
13,Perm Krai,2022,2687152,11.99,13.81,-1.82,-11684,764703,13.12,46760
13,Perm Krai,2023,2544444,12.23,14.83,-2.61,1128,448505,3.15,51451
13,Perm Krai,2024,2618842,9.45,12.95,-3.5,135,487600,5.06,55113
14,Volgograd Oblast,2010,4384213,14.12,17.02,-2.9,-4225,473578,3.82,46271
14,Volgograd Oblast,2011,4410854,14.5,17.35,-2.86,-10924,490164,6.09,51714
14,Volgograd Oblast,2012,4591333,14.23,13.82,0.41,-11840,602334,12.42,32670
14,Volgograd Oblast,2013,4508948,13.94,18.22,-4.28,-12185,281310,4.8,55759
14,Volgograd Oblast,2014,4356321,11.57,15.32,-3.75,4342,421544,14.8,46716
14,Volgograd Oblast,2015,4574653,12.03,10.91,1.12,-3804,492809,11.49,55610
14,Volgograd Oblast,2016,4474171,9.54,17.13,-7.58,-795,354327,8.39,52865
14,Volgograd Oblast,2017,4582362,11.44,15.23,-3.79,-8295,262945,11.4,53039
14,Volgograd Oblast,2018,4451213,9.24,14.57,-5.33,-1977,553603,6.9,53657
14,Volgograd Oblast,2019,4451595,11.58,11.98,-0.4,-1476,361317,11.08,22785
14,Volgograd Oblast,2020,4513813,9.85,17.47,-7.62,-1116,483225,6.32,28505
14,Volgograd Oblast,2021,4375264,9.23,16.65,-7.42,2424,647942,12.36,46599
14,Volgograd Oblast,2022,4541155,12.74,14.83,-2.09,-5792,711966,9.33,35216
14,Volgograd Oblast,2023,4424239,14.76,10.63,4.12,-201,746749,6.0,54333
14,Volgograd Oblast,2024,4566532,13.27,15.98,-2.71,1587,332988,13.41,24503
15,Saratov Oblast,2010,3625123,8.18,14.98,-6.8,-9055,344947,11.79,21925
15,Saratov Oblast,2011,3592058,15.16,12.22,2.93,891,172535,9.79,59817
15,Saratov Oblast,2012,3490384,13.7,16.84,-3.15,-3020,224706,3.67,56385
15,Saratov Oblast,2013,3547370,14.46,13.11,1.35,-8661,432487,12.17,44076
15,Saratov Oblast,2014,3503817,15.35,14.64,0.71,-3166,606711,5.47,40494
15,Saratov Oblast,2015,3417638,11.25,15.65,-4.4,-128,479072,10.43,22837
15,Saratov Oblast,2016,3449912,9.93,9.77,0.16,-12199,329929,14.64,33253
15,Saratov Oblast,2017,3294803,12.43,13.02,-0.59,-14889,154981,5.24,21468
15,Saratov Oblast,2018,3269993,9.74,14.6,-4.86,-4746,340767,14.15,35880
15,Saratov Oblast,2019,3360613,8.86,14.17,-5.31,-5129,606468,14.91,25259
15,Saratov Oblast,2020,3326068,9.6,12.58,-2.98,3152,614121,10.1,32374
15,Saratov Oblast,2021,3271187,10.25,12.55,-2.3,-12710,399495,8.2,34762
15,Saratov Oblast,2022,3340550,10.05,11.15,-1.11,-13396,380601,14.27,46742
15,Saratov Oblast,2023,3189310,13.06,11.57,1.5,-2748,717904,11.55,24822
15,Saratov Oblast,2024,3254386,14.4,11.47,2.92,-14765,424322,6.19,39440
16,Tyumen Oblast,2010,2937641,10.22,16.78,-6.57,-1150,429455,10.91,31015
16,Tyumen Oblast,2011,2958060,10.36,17.59,-7.23,1448,707415,13.96,37239
16,Tyumen Oblast,2012,2984350,10.04,15.93,-5.89,-7508,258459,7.88,25703
16,Tyumen Oblast,2013,3008772,13.8,10.88,2.93,-2083,563986,6.76,22868
16,Tyumen Oblast,2014,2847981,12.5,14.38,-1.88,4760,445101,11.1,25622
16,Tyumen Oblast,2015,2916984,11.66,17.42,-5.76,-7315,175347,2.89,35519
16,Tyumen Oblast,2016,2941418,11.18,17.79,-6.61,-2941,687359,14.8,31536
16,Tyumen Oblast,2017,2941717,13.98,12.34,1.64,-4171,250194,9.42,41668
16,Tyumen Oblast,2018,3004117,11.61,12.56,-0.95,-13847,372591,5.88,58656
16,Tyumen Oblast,2019,2934155,12.61,10.7,1.91,-6119,557052,8.61,36071
16,Tyumen Oblast,2020,3041363,13.51,12.08,1.43,-5489,502965,5.35,58561
16,Tyumen Oblast,2021,2974319,14.54,18.33,-3.78,-12386,663831,4.06,51768
16,Tyumen Oblast,2022,3022554,14.45,12.31,2.15,-5331,711305,9.86,35013
16,Tyumen Oblast,2023,2988504,10.68,13.2,-2.52,-4774,470011,9.72,54623
16,Tyumen Oblast,2024,2991788,14.02,16.74,-2.72,-10990,221021,13.17,37565
17,Krasnoyarsk Krai,2010,4257762,8.84,15.28,-6.44,-2468,752148,2.74,39073
17,Krasnoyarsk Krai,2011,4355813,13.48,11.26,2.21,1088,331193,5.13,58297
17,Krasnoyarsk Krai,2012,4152134,8.29,11.7,-3.41,-242,692193,11.76,25714
17,Krasnoyarsk Krai,2013,4348403,13.16,16.61,-3.45,-13227,466958,3.47,36301
17,Krasnoyarsk Krai,2014,4381666,11.05,11.39,-0.34,1164,765997,3.4,58204
17,Krasnoyarsk Krai,2015,4136989,9.11,14.97,-5.86,-13995,197386,7.54,31811
17,Krasnoyarsk Krai,2016,4390656,10.45,17.06,-6.62,-6897,738972,6.52,39057
17,Krasnoyarsk Krai,2017,4374769,14.24,16.18,-1.93,-12541,727628,8.79,37973
17,Krasnoyarsk Krai,2018,4216582,11.98,15.91,-3.93,-10161,614069,12.78,52158
17,Krasnoyarsk Krai,2019,4432027,10.81,16.41,-5.6,-9314,236988,10.37,22173
17,Krasnoyarsk Krai,2020,4196188,13.05,12.94,0.11,-860,190748,12.99,20152
17,Krasnoyarsk Krai,2021,4432177,10.12,10.77,-0.65,1854,353676,12.36,55674
17,Krasnoyarsk Krai,2022,4298763,11.21,18.28,-7.07,-13214,596562,8.67,35505
17,Krasnoyarsk Krai,2023,4505191,8.99,12.84,-3.85,4320,644674,14.38,48101
17,Krasnoyarsk Krai,2024,4499288,10.54,15.31,-4.77,-14036,384032,14.46,40016
18,Novosibirsk Oblast,2010,2195924,10.29,11.05,-0.76,1443,702726,5.15,46294
18,Novosibirsk Oblast,2011,2265320,11.43,16.0,-4.57,-2844,341945,4.21,46065
18,Novosibirsk Oblast,2012,2144572,13.25,13.14,0.12,2804,336816,7.1,22323
18,Novosibirsk Oblast,2013,2191484,8.35,16.93,-8.58,-14706,396411,6.72,20773
18,Novosibirsk Oblast,2014,2135530,11.21,15.52,-4.31,-14801,451661,14.54,40761
18,Novosibirsk Oblast,2015,2160357,13.43,15.9,-2.47,-4574,784408,4.07,20677
18,Novosibirsk Oblast,2016,2137157,9.58,12.93,-3.35,-8038,391630,2.52,31992
18,Novosibirsk Oblast,2017,2155504,13.04,14.68,-1.64,-7039,346895,3.32,29129
18,Novosibirsk Oblast,2018,2068560,12.54,14.33,-1.79,4255,199143,7.07,29015
18,Novosibirsk Oblast,2019,2064585,9.94,15.77,-5.83,-3434,245525,12.64,45438
18,Novosibirsk Oblast,2020,2101924,9.68,13.25,-3.57,-5600,728591,11.35,22488
18,Novosibirsk Oblast,2021,2038922,8.91,17.6,-8.68,-4406,307230,8.76,47184
18,Novosibirsk Oblast,2022,1995181,13.57,12.67,0.9,-14122,257737,8.07,28367
18,Novosibirsk Oblast,2023,2046552,9.05,12.95,-3.9,4212,278001,14.39,59792
18,Novosibirsk Oblast,2024,1905739,11.57,15.29,-3.72,4623,273569,12.41,56315
19,Kemerovo Oblast,2010,4661591,11.85,15.16,-3.31,-10053,566399,10.83,26507
19,Kemerovo Oblast,2011,4883835,11.92,10.21,1.71,-8566,701227,11.61,23815
19,Kemerovo Oblast,2012,4819613,11.28,15.3,-4.02,-12629,337775,7.47,56781
19,Kemerovo Oblast,2013,4719008,11.71,14.97,-3.26,750,313150,9.55,34343
19,Kemerovo Oblast,2014,4896969,12.41,17.01,-4.6,-12963,478872,5.26,21557
19,Kemerovo Oblast,2015,4780226,15.02,16.45,-1.43,-4666,643204,6.03,34122
19,Kemerovo Oblast,2016,4687375,15.02,14.05,0.97,-5049,283042,9.89,27445
19,Kemerovo Oblast,2017,4944298,9.64,9.68,-0.04,1217,693286,6.65,47744
19,Kemerovo Oblast,2018,4896983,13.04,17.43,-4.39,-4218,333607,7.82,21502
19,Kemerovo Oblast,2019,4931154,8.26,13.44,-5.19,4461,296981,6.3,32157
19,Kemerovo Oblast,2020,4920065,10.61,17.51,-6.91,-6547,346905,6.57,48504
19,Kemerovo Oblast,2021,4890541,11.14,16.9,-5.75,-3187,579659,3.48,41779
19,Kemerovo Oblast,2022,5097142,13.35,14.69,-1.34,4044,177574,5.82,44062
19,Kemerovo Oblast,2023,5080684,12.93,13.11,-0.18,-7614,756401,12.84,47888
19,Kemerovo Oblast,2024,5306653,13.55,15.81,-2.26,-420,710099,5.93,52282
20,Irkutsk Oblast,2010,1065967,13.62,14.93,-1.32,-7389,255972,12.33,49377
20,Irkutsk Oblast,2011,1058640,10.97,12.96,-2.0,-902,681133,9.33,58681
20,Irkutsk Oblast,2012,1032939,12.84,17.38,-4.54,-3945,407759,4.15,54611
20,Irkutsk Oblast,2013,1010312,8.96,16.39,-7.43,-1545,667842,5.63,44994
20,Irkutsk Oblast,2014,1033917,14.52,10.83,3.69,-4022,336961,6.33,34118
20,Irkutsk Oblast,2015,1000837,13.15,13.22,-0.08,-13632,659443,6.07,37310
20,Irkutsk Oblast,2016,964599,9.49,13.73,-4.24,-1570,560983,4.99,36733
20,Irkutsk Oblast,2017,985206,13.23,12.56,0.67,-6359,787239,3.34,40748
